,10A Pocillopora damicornis,11A Pocillopora damicornis,12A Pocillopora damicornis,13 Acropora sp,14 Acropora sp,18 Porites sp,23 Acropora sp,24A Acropora sp,26 Acropora sp,28 Acropora sp,29 Acropora sp,2A Pocillopora damicornis,30A Montipora sp,31A Porites sp,32A Porites sp,33A Montipora sp,34A Montipora sp,35A Montipora sp,36A Montipora sp,3A Pocillopora damicornis,42A Porites sp,43A Pocillopora damicornis,46A Porites sp,47A Porites sp,47B Porites sp,48A Acropora sp,49A Acropora sp,4A Pocillopora damicornis,50A Acropora sp,6A Pocillopora damicornis,7A Porites sp,8A Montipora sp,9AMontipora sp
Zotu1192,191.7293233,0,53.57142857,140.0966184,0,19.8019802,0,136.7521368,59.28853755,59.82905983,115.5378486,0,80,50,0,0,45.87155963,0,0,0,0,297.2972973,0,68.96551724,0,0,0,83.33333333,45.45454545,34.14634146,0,0,0
Zotu9430,7.518796992,0,17.85714286,0,0,0,0,0,3.95256917,0,0,0,0,0,10.69518717,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu348,15.03759398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.5873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2499,0,71.42857143,0,0,0,0,0,0,31.62055336,0,11.95219124,0,12,37.5,0,0,55.04587156,39.68253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu69,0,0,0,0,0,0,21.73913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55040,0,0,0,6.41025641,0,0,0,0,0,0
Zotu2080,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,19.23076923,0,0,19.51219512,0,0,0
Zotu261,0,0,0,0,0,772.2772277,0,0,59.28853755,76.92307692,11.95219124,0,0,0,0,0,73.39449541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.93617,0,0,0,0,0,0,209.0909091,243.5897436,0,0,609.7560976,0,0,0
Zotu2612,3.759398496,0,0,14.49275362,0,0,0,0,3.95256917,0,11.95219124,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu186,571.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.4126984,0,0,0,0,4120,0,0,0,0,0,0,0,0,0,0
Zotu5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,113.6363636,0,0,0,0
Zotu1182,0,0,0,9.661835749,0,0,0,0,0,0,7.96812749,43.10344828,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,0
Zotu747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.7948718,0,0,0,0,0,0
Zotu288,206.7669173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7895,0,0,0,0,105.2631579,0,0,0,7.90513834,0,3.984063745,0,4,12.5,0,0,0,0,0,0,0,0,0,103.4482759,0,0,0,0,0,0,0,0,0
Zotu6192,0,0,0,0,0,0,0,0,0,752.1367521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu161,3.759398496,0,0,0,0,0,0,0,0,435.8974359,47.80876494,0,0,700,0,367.6470588,0,0,0,0,0,0,0,0,11.23595506,109.0909091,0,0,0,687.804878,0,0,0
Zotu1191,0,0,0,0,0,0,130.4347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu256,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7553.846154
Zotu737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu236,0,0,0,0,0,0,0,0,0,0,0,1318.965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7021,0,0,0,0,0,0,0,8.547008547,0,0,0,0,4,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8774,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5523,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.6737968,0,0,0,0,293.1034483,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,4.87804878,0,0,0
Zotu227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137.931034,0,0,0,0,0,0,0,0,0
Zotu4781,30.07518797,0,0,24.15458937,0,0,0,25.64102564,31.62055336,0,15.93625498,0,24,12.5,0,0,0,0,0,0,0,81.08108108,0,0,0,0,0,0,34.09090909,0,0,0,0
Zotu6936,3.759398496,0,0,4.830917874,0,0,0,0,3.95256917,0,7.96812749,0,0,12.5,0,0,0,0,85.10638298,17.24137931,0,0,0,0,0,4.545454545,12.82051282,0,0,0,0,0,0
Zotu584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702.12766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7340,52.63157895,0,35.71428571,28.98550725,0,0,0,8.547008547,15.81027668,0,15.93625498,0,12,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,56.81818182,0,0,0,15.38461538
Zotu7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu211,22.55639098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.5396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1762,11.27819549,0,0,19.3236715,0,9.900990099,0,17.09401709,11.85770751,0,3.984063745,0,8,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu3504,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588.235294,0,0,0,0,0,0,80,0,0,4.545454545,6.41025641,0,0,0,0,0,0
Zotu495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1742,157.8947368,0,107.1428571,67.63285024,0,0,0,25.64102564,55.33596838,0,151.3944223,0,36,12.5,0,0,27.52293578,31.74603175,0,0,0,0,0,0,0,0,0,0,147.7272727,0,0,0,46.15384615
Zotu1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu832,221.8045113,0,392.8571429,38.647343,0,0,0,8.547008547,106.7193676,76.92307692,159.3625498,0,84,12.5,0,0,82.56880734,134.9206349,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,676.9230769
Zotu328,270.6766917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3015873,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0
Zotu2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu296,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,21.27659574,1344.827586,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1207,0,0,0,0,0,0,0,0,0,8.547008547,3.984063745,60.34482759,8,12.5,0,0,0,0,0,0,0,0,0,0,0,4.545454545,6.41025641,0,0,0,0,0,0
Zotu909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7272727,0,0,0,0,0,0,0
Zotu755,45.11278195,0,0,38.647343,0,9.900990099,0,17.09401709,19.76284585,0,11.95219124,0,12,12.5,0,0,36.69724771,0,0,0,0,54.05405405,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,24.3902439,0
Zotu184,0,0,0,0,0,0,0,0,0,0,11.95219124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.6631016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu85,0,0,0,0,0,0,0,0,371.541502,0,31.87250996,0,0,0,2342.245989,169.1176471,0,0,0,189.6551724,857.1428571,0,0,0,0,140.9090909,333.3333333,0,0,0,0,0,0
Zotu1850,7.518796992,0,0,0,0,0,0,0,0,0,7.96812749,0,8,0,48.12834225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu197,0,0,0,0,0,89.10891089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0
Zotu1269,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1972,0,0,0,0,78.94736842,0,0,282.0512821,0,0,0,0,0,0,37.43315508,0,0,0,0,448.2758621,0,0,0,0,0,0,0,0,0,0,0,146.3414634,0
Zotu3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.5454545,121.7948718,0,68.18181818,0,0,0,0
Zotu788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0
Zotu6552,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1410,0,0,0,0,0,29.7029703,0,0,7.90513834,0,0,0,0,0,0,0,9.174311927,0,0,0,0,0,0,0,0,40.90909091,0,0,0,19.51219512,0,0,0
Zotu1584,0,0,0,0,0,0,760.8695652,0,0,51.28205128,0,0,0,0,0,0,0,0,0,0,0,0,0,724.137931,0,0,0,0,0,0,0,0,0
Zotu8823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3902439,0
Zotu733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.17647059,0,0,0,0,0,0,0,0,44.94382022,0,0,0,0,136.5853659,0,0,0
Zotu773,33.83458647,0,17.85714286,14.49275362,0,0,0,17.09401709,11.85770751,0,11.95219124,0,16,25,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,46.15384615
Zotu4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.54545455,0,0,0,0,0,0,0
Zotu262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.05882353,0,0,0,0,0,0,0,0,22.47191011,0,0,0,0,39.02439024,0,0,0
Zotu192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.09090909,0,0,0,0,0,0,0
Zotu3960,0,0,0,0,0,0,21.73913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu2206,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,145.4545455,0,0,0,141.4634146,0,0,0
Zotu1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.6470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0
Zotu8338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5864,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,96.15384615,0,0,0,0,0,0
Zotu405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6559,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.9251337,0,0,0,0,0,0,0,0,12482.75862,0,0,0,0,0,0,0,0,0
Zotu765,33.83458647,0,0,43.47826087,0,9.900990099,0,25.64102564,19.76284585,17.09401709,27.88844622,0,16,0,0,0,27.52293578,0,0,0,0,27.02702703,0,0,0,0,0,0,11.36363636,14.63414634,0,0,0
Zotu5656,0,0,0,0,0,356.4356436,0,0,0,205.1282051,0,0,0,0,0,14.70588235,0,15.87301587,0,0,0,0,0,0,0,336.3636364,0,0,0,0,0,0,0
Zotu302,0,0,0,0,0,0,0,0,0,2376.068376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.3170732,0,0,0
Zotu1777,7.518796992,0,17.85714286,0,0,0,0,0,0,0,27.88844622,0,0,0,0,0,0,15.87301587,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0
Zotu676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.47058824,0,0,0,0,0,0,0,0,22.47191011,0,0,0,0,87.80487805,0,0,0
Zotu2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.70588235,9.174311927,0,0,0,0,0,0,0,22.47191011,0,0,0,0,48.7804878,0,0,0
Zotu145,0,0,2625,227.0531401,0,0,0,0,0,0,23.90438247,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243.902439,0
Zotu490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.174311927,0,0,0,0,0,4440,0,0,0,0,0,0,0,0,0,0
Zotu150,0,0,0,0,0,2237.623762,0,0,150.1976285,418.8034188,7.96812749,0,4,12.5,0,0,128.440367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu510,0,0,0,0,0,0,0,0,0,0,31.87250996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.6363636,224.3589744,0,0,0,0,0,0
Zotu425,0,0,0,0,0,0,0,0,952.56917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.8181818,0,0,0,0,0,0,0,0,0,0,1545.454545,0,0,0,0,0,0,0
Zotu6394,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
Zotu508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038.461538,0,0,0,0,0,0
Zotu1064,33.83458647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4785,0,928.5714286,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu139,0,0,15410.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.55319149,0,0,0,0,0,0,245.4545455,0,0,0,0,0,0,0
Zotu825,3.759398496,0,0,0,0,0,0,0,7.90513834,17.09401709,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,11.23595506,50,32.05128205,0,0,29.26829268,0,0,0
Zotu242,63.90977444,0,0,0,0,0,0,0,98.81422925,316.2393162,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
Zotu2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.5862069,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7671,0,0,0,0,0,0,0,8.547008547,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316.176471,0,1873.015873,0,0,0,0,0,0,0,0,0,0,0,434.1463415,0,0,0
Zotu135,0,0,0,0,0,2396.039604,0,0,0,0,0,0,0,0,0,73.52941176,0,0,21.27659574,0,0,0,0,0,0,204.5454545,378.2051282,0,0,746.3414634,0,0,0
Zotu4710,0,0,0,0,0,0,43.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu327,0,0,0,0,0,0,0,0,0,0,1545.816733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1057,26.31578947,0,0,4.830917874,0,0,0,8.547008547,7.90513834,0,27.88844622,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1282,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21083.33333,0,0,0,0,0
Zotu797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,0,0,0,0,0
Zotu1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.9411765,0,0,0,0,0,0,0,68.96551724,168.5393258,0,0,0,0,126.8292683,0,0,0
Zotu585,82.70676692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39037433,0,0,531.7460317,0,241.3793103,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu771,0,0,0,0,0,0,0,0,256.916996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27272727,0,0,0,0,0,0,0
Zotu514,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5022.727273,0,0,0,0
Zotu5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2896,0,0,0,0,26.31578947,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu271,0,0,0,4.830917874,0,891.0891089,0,0,79.0513834,196.5811966,3.984063745,0,4,0,0,0,73.39449541,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
Zotu4430,0,0,0,4.830917874,0,0,0,0,0,0,0,0,4,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu1125,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.82352941,0,0,0,0,0,0,0,34.48275862,56.17977528,0,0,0,0,107.3170732,0,0,0
Zotu959,33.83458647,0,0,0,0,0,0,8.547008547,7.90513834,17.09401709,27.88844622,0,16,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,30.76923077
Zotu919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.2352941,27.52293578,0,0,0,0,0,0,0,325.8426966,0,6.41025641,0,0,453.6585366,0,0,0
Zotu2478,0,0,0,4.830917874,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.6363636,0,0,0,0
Zotu758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,0,0,0,0,0,0,0,0,0,0
Zotu290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu748,41.35338346,0,17.85714286,14.49275362,0,19.8019802,0,17.09401709,23.71541502,0,31.87250996,0,24,25,0,0,0,0,0,0,0,135.1351351,0,34.48275862,0,0,0,0,11.36363636,0,0,0,0
Zotu1053,0,0,0,0,0,9.900990099,0,0,3.95256917,0,0,0,0,0,0,14.70588235,0,0,0,0,0,0,40,0,0,22.72727273,6.41025641,83.33333333,0,14.63414634,0,0,0
Zotu593,0,0,0,0,0,0,0,0,3.95256917,0,15.93625498,0,0,0,0,0,0,0,2872.340426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.2727273,0,0,0,0,0,0,0
Zotu1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu4612,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4885,7.518796992,0,17.85714286,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5625,41.35338346,0,0,14.49275362,0,0,0,59.82905983,19.76284585,34.18803419,23.90438247,0,4,0,0,14.70588235,82.56880734,0,42.55319149,0,0,0,0,0,0,100,32.05128205,0,0,0,0,0,0
Zotu842,18.79699248,0,0,28.98550725,0,0,0,0,11.85770751,0,27.88844622,0,20,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45454545,0,0,0,30.76923077
Zotu3206,0,0,0,0,0,0,0,0,0,0,7.96812749,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.6031746,0,0,0,0,0,379.3103448,0,0,0,0,0,0,0,756.097561,0
Zotu292,0,0,0,0,0,722.7722772,0,0,55.33596838,102.5641026,0,0,4,0,0,0,55.04587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
