,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,49B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.113749201,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,1.200707786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,1.643073812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62217962,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.474708745,2.275025278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu315,0,0,0,0,0,7.27669638,4.785863296,0,0,0,0,0,31.77570093,0,0,0.442412624,0.695146613,7.627118644,15.70048309,0,3.370786517,1.702562356,0,0,0,0,0,0,0,0,0,18.79699248,6.715916723
Zotu1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,1.516683519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu237,0,0,0,0,0,0,0,0,0,0,0.047630388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818807452,2.401415571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,1.959049545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523865703,1.832659252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.407265398,4.802831143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86796441,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.605318783,2.780586451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130610038,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785085779,2.970171891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu907,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,4.424126235,4.170879676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310377034,2.275025278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.474708745,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.457847908,1.579878665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.244359239,3.981294237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1033,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,2.605318783,3.412537917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.851103574,3.222952477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064592243,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.801946616,2.906976744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425551787,1.769464105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310377034,2.654196158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.13533835,0
Zotu404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130610038,1.263902932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.605318783,2.906976744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032296122,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.706268959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523865703,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.047731406,1.959049545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4313,46.98457223,0,0,0,0.895162679,0,0.245428887,2.71930708,0.623660105,0,2.810192903,0,0,0,0,0,0,0,0,0,0,0,0.238435861,0,0,0,0,3.517163759,0,0,0,0,0
Zotu2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.457847908,3.096562184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.735928821,3.033367037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130610038,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,1.263902932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86796441,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359533992,2.970171891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769650494,1.832659252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425551787,1.200707786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523865703,1.643073812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu548,0,0,0,0,0,0,0,0,0,1.98019802,0,0,0,11.41622956,12.56664128,0,0,0,0,0,0,0,0,0.535905681,3.944363712,0,0,0,0,0,2.636783125,0,0
Zotu2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.063195147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94941749,2.401415571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359533992,2.275025278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.556161825,2.338220425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.244359239,2.780586451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3419,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,0.344098707,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507004867,2.464610718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376394829,1.706268959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278080912,1.453488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
