,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,49B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,1.769464105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2483,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,0.589883498,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08145308,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.063195147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4140,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,0.491569582,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049156958,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,1.453488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2994,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,0.737354373,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
