,10A Pocillopora damicornis,11A Pocillopora damicornis,12A Pocillopora damicornis,13 Acropora sp,14 Acropora sp,18 Porites sp,23 Acropora sp,24A Acropora sp,26 Acropora sp,28 Acropora sp,29 Acropora sp,2A Pocillopora damicornis,30A Montipora sp,31A Porites sp,32A Porites sp,33A Montipora sp,34A Montipora sp,35A Montipora sp,36A Montipora sp,3A Pocillopora damicornis,42A Porites sp,43A Pocillopora damicornis,46A Porites sp,47B Porites sp,48A Acropora sp,49A Acropora sp,4A Pocillopora damicornis,50A Acropora sp,6A Pocillopora damicornis,7A Porites sp,8A Montipora sp,9AMontipora sp
Zotu1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44736842
Zotu2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu501,0,0,0,0,0,0,0,0,20.40816327,0,0,0,27.39726027,31.44654088,0,0,0,0,0,0,0,0,0,0,0,25.80645161,0,0,0,0,0,0
Zotu887,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,12.90322581,0,0,0,0,0,0
Zotu9126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu809,0,0,0,14.08450704,365.0793651,0,11.49425287,0,40.81632653,0,0,88.88888889,0,0,0,0,0,148.7414188,0,0,0,0,0,0,4.716981132,19.35483871,162.1621622,0,0,0,16.94915254,3.289473684
Zotu11135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.433962264,0,0,0,0,0,0,0
Zotu8748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2561,0,0,0,0,15.87301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu371,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,12.04819277,0,0,0
Zotu1575,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2668,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,32.03661327,102.0408163,0,0,0,0,0,23.58490566,0,0,0,0,0,0,0
Zotu7463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.58490566,12.90322581,0,0,0,0,0,0
Zotu7677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.59496568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu788,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1201,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,49.5049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.84745763,19.73684211
Zotu1184,195.6521739,0,0,0,0,0,0,0,0,0,0,0,0,69.18238994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.1578947
Zotu5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.09638554,0,0,0
Zotu1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88888889,0,0,0,0
Zotu774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1176,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7029703,0,0,0,0,0,11.62790698,0,0,0,0,0,24.09638554,0,0,0
Zotu4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu9956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu4718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.60526316
Zotu5026,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1160,21.73913043,0,80,0,0,0,0,51.72413793,132.6530612,51.72413793,138.8888889,0,0,12.57861635,0,50,0,228.8329519,0,51.28205128,0,0,0,0,0,12.90322581,27.02702703,0,0,47.61904762,0,9.868421053
Zotu1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6291,0,0,0,0,0,0,0,0,0,0,0,0,0,37.73584906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.433962264,0,0,0,0,0,0,0
Zotu3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.1281465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1357,0,0,0,0,0,39.6039604,0,0,40.81632653,0,0,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,349.0566038,0,0,0,0,0,0,0
Zotu4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.5813953,0,0,0,0,0,0,0,0,0
Zotu701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578947368
Zotu1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2631,0,24.3902439,0,0,0,19.8019802,0,0,10.20408163,0,0,0,0,0,0,0,0,0,20.40816327,0,0,0,0,0,51.88679245,77.41935484,0,69.44444444,0,0,0,0
Zotu548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0
Zotu1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4210,0,0,0,0,0,9.900990099,0,0,20.40816327,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,51.88679245,12.90322581,0,0,0,0,0,0
Zotu8548,0,0,0,14.08450704,0,0,11.49425287,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0
Zotu3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0
Zotu2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.3168317,0,1326.530612,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu524,2326.086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,67.79661017,16.44736842
Zotu1326,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0
Zotu1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.868421053
Zotu5243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu3581,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu905,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.81578947
Zotu1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7516,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu600,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3787,0,0,0,0,0,0,22.98850575,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,4.716981132,0,27.02702703,0,0,0,0,0
Zotu2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1128,0,0,0,0,0,1534.653465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3242,65.2173913,0,40,0,0,0,0,0,0,0,0,133.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.05405405,0,0,0,0,0
Zotu4866,0,0,0,14.08450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7611,0,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1445,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10072,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,39.6039604,0,0,0,0,0,0,0,14.1509434,32.25806452,0,27.77777778,0,0,0,0
Zotu488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1509434,0,0,0,0,0,0,0
Zotu2329,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu2861,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2222,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu6457,0,0,0,0,47.61904762,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.1081081,0,0,0,0,0
Zotu3363,0,0,0,0,190.4761905,0,0,0,0,68.96551724,0,0,0,0,57.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04819277,0,16.94915254,0
Zotu667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.90322581,0,0,0,0,0,0
Zotu6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1126,0,24.3902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.025641,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,6.451612903,0,0,0,0,0,0
Zotu789,0,0,0,98.5915493,0,0,11.49425287,0,0,0,0,22.22222222,0,18.86792453,0,0,49.5049505,0,0,0,0,0,0,83.33333333,0,0,0,0,0,0,0,13.15789474
Zotu525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.01830664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu761,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0
Zotu8442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0
Zotu981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3277,0,0,1640,0,0,0,0,17.24137931,0,17.24137931,0,0,0,0,0,0,0,27.45995423,0,0,0,0,0,0,0,12.90322581,27.02702703,0,0,0,0,0
Zotu3101,21.73913043,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,9.433962264,64.51612903,0,41.66666667,0,0,0,0
Zotu4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.90322581,0,0,0,0,0,0
Zotu2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4328,0,0,0,0,0,0,0,34.48275862,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0
Zotu1420,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.90322581,0,0,0,0,0,0
Zotu749,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.58490566,0,0,0,0,0,0,0
Zotu4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.03661327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7029703,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743.4210526
Zotu1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578947368
Zotu7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu520,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,19.73684211
Zotu5544,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu331,21.73913043,219.5121951,0,0,31.74603175,9.900990099,149.4252874,17.24137931,51.02040816,86.20689655,305.5555556,111.1111111,13.69863014,0,0,16.66666667,29.7029703,6.864988558,0,102.5641026,0,45.45454545,11.62790698,0,89.62264151,0,432.4324324,27.77777778,24.09638554,23.80952381,33.89830508,16.44736842
Zotu1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.6603774,12.90322581,0,0,0,0,0,0
Zotu1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0
Zotu1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.868421053
Zotu1066,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.868421053
Zotu1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu926,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1033,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.868421053
Zotu6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1910,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2317,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.576659039,0,0,0,0,46.51162791,0,0,0,0,0,48.19277108,0,0,0
Zotu181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0
Zotu5697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu697,21.73913043,97.56097561,40,14.08450704,95.23809524,0,34.48275862,86.20689655,10.20408163,68.96551724,0,0,123.2876712,0,0,0,19.8019802,11.4416476,122.4489796,76.92307692,0,0,0,0,0,12.90322581,135.1351351,69.44444444,24.09638554,0,0,26.31578947
Zotu2641,21.73913043,0,0,183.0985915,0,0,34.48275862,51.72413793,0,120.6896552,0,0,13.69863014,0,57.14285714,0,19.8019802,0,0,0,0,45.45454545,0,0,4.716981132,19.35483871,0,13.88888889,0,0,0,0
Zotu2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.01830664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7624,21.73913043,0,0,14.08450704,0,0,0,0,0,0,0,0,0,0,0,0,29.7029703,2.288329519,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0
Zotu3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
