,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,0,0,0
Zotu2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.65402844,0,0,0,0,0,0,0,0
Zotu9374,0,31.25,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7087,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,5.714285714
Zotu6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7362,0,0,0,0,8.695652174,0,0,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,15.87301587,0,0,0,0,0
Zotu812,17.85714286,0,0,22.22222222,0,6.211180124,0,20.2020202,0,7.462686567,0,0,9.523809524,0,0,0,0,0,0,7.8125,0,0,17.24137931,0,0,0,19.84126984,10,0,0,0,11.42857143
Zotu2351,0,0,0,0,34.7826087,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,11.42857143
Zotu2369,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,15.87301587,10,0,0,0,11.42857143
Zotu4103,0,0,0,0,0,6.211180124,0,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.5781991,0,0,0,0,0,0,0,0
Zotu2079,0,0,47.61904762,0,17.39130435,12.42236025,93.22033898,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu856,35.71428571,0,0,33.33333333,0,0,0,10.1010101,8.333333333,7.462686567,0,0,0,0,0,0,52.63157895,38.96103896,0,23.4375,0,0,11.49425287,0,0,0,59.52380952,0,0,0,0,22.85714286
Zotu3417,0,0,0,0,0,12.42236025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu1629,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,54.05405405,0,0,0,0,8.196721311,0,0
Zotu4876,0,0,0,0,0,0,0,20.2020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,0,0,0,0,0,5.714285714
Zotu1462,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4126,0,0,0,0,0,6.211180124,0,0,0,14.92537313,0,0,0,0,0,0,13.15789474,0,0,0,0,0,11.49425287,0,0,0,7.936507937,0,0,0,0,0
Zotu7007,53.57142857,0,0,0,0,0,0,0,0,0,0,43.47826087,0,0,0,0,0,0,0,0,0,0,0,9.478672986,0,0,0,0,0,0,0,0
Zotu687,53.57142857,0,0,88.88888889,0,0,0,30.3030303,0,7.462686567,0,0,9.523809524,0,0,0,13.15789474,12.98701299,0,46.875,0,0,17.24137931,0,0,0,27.77777778,10,0,0,0,5.714285714
Zotu2679,0,0,0,0,0,0,0,0,0,7.462686567,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9047619,30,0,0,0,0
Zotu1013,0,0,0,0,0,0,0,0,0,7.462686567,0,0,9.523809524,0,0,0,13.15789474,0,0,7.8125,0,0,5.747126437,0,0,0,19.84126984,10,0,0,0,0
Zotu1691,0,0,0,0,0,93.16770186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6950,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0
Zotu2807,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,24.29149798,0,0,0,0,0,0
Zotu1704,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,8.097165992,3.968253968,0,0,16.39344262,0,0
Zotu7043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3886,0,0,0,0,0,6.211180124,8.474576271,20.2020202,0,0,13.69863014,14.49275362,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,0,0,0,16.39344262,0,5.714285714
Zotu2964,0,62.5,38.0952381,0,17.39130435,12.42236025,93.22033898,30.3030303,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.59016393,0,0
Zotu1230,0,0,0,22.22222222,0,0,0,0,0,14.92537313,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,11.42857143
Zotu2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1174,0,0,0,55.55555556,0,0,0,10.1010101,0,7.462686567,0,0,9.523809524,0,0,0,0,0,0,31.25,0,0,5.747126437,0,0,0,15.87301587,10,0,0,0,17.14285714
Zotu1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.6161137,0,0,0,0,0,0,0,0
Zotu4843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu972,0,0,0,0,0,0,0,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.56872038,0,0,0,0,0,0,0,0
Zotu2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,5.714285714
Zotu814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1524,0,0,0,0,0,6.211180124,0,0,16.66666667,7.462686567,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,11.9047619,0,0,0,0,5.714285714
Zotu499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4789.473684,0,0,0,0,0,0,0,0,0,0,0
Zotu3375,0,0,0,0,0,12.42236025,0,0,41.66666667,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,3.968253968,0,0,0,0,0
Zotu1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.30805687,0,0,0,0,0,0,0,0
Zotu3326,0,0,47.61904762,0,0,0,0,20.2020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu967,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.69668246,0,0,0,0,0,0,0,0
Zotu5969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,5.714285714
Zotu5755,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu7898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,0,10,0,0,0,0
Zotu5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.11740891,0,0,0,0,0,0
Zotu2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5774,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu1060,0,0,0,11.11111111,0,12.42236025,0,0,8.333333333,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,43.65079365,0,0,0,0,5.714285714
Zotu631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.94736842,0,0,0,0,0,0,0,0,0,0,0
Zotu3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu3864,0,0,28.57142857,0,8.695652174,6.211180124,25.42372881,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu796,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,25.64102564,0,0,0,4.048582996,0,0,0,0,0,0
Zotu4061,0,0,0,0,0,0,0,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,26.31578947,0,5.747126437,0,0,4.048582996,0,0,0,0,0,0
Zotu8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,5.714285714
Zotu4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5207,0,0,0,0,0,0,0,0,0,0,0,0,19.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Zotu1418,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3708,0,0,0,0,0,0,0,10.1010101,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0
Zotu792,0,0,0,0,0,0,0,0,0,0,0,0,95.23809524,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1286,0,0,0,33.33333333,0,0,0,0,0,0,0,0,19.04761905,0,0,0,0,0,0,15.625,0,0,5.747126437,0,0,0,27.77777778,0,0,0,0,0
Zotu2831,0,0,0,0,0,0,0,30.3030303,8.333333333,0,0,28.98550725,0,0,0,0,0,0,0,0,0,0,0,0,0,36.43724696,0,0,0,0,0,0
Zotu9028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739336493,0,0,0,0,0,0,0,0
Zotu1429,0,0,0,0,8.695652174,0,16.94915254,0,8.333333333,7.462686567,13.69863014,14.49275362,0,0,0,0,0,0,0,0,0,51.28205128,0,0,0,0,0,0,0,0,0,11.42857143
Zotu6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3420,0,0,0,0,17.39130435,0,0,0,0,0,0,0,0,95.23809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.30805687,0,0,0,0,0,0,0,0
Zotu7661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1930,0,0,0,11.11111111,0,0,0,20.2020202,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,11.9047619,0,0,0,0,5.714285714
Zotu6988,0,0,38.0952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4375,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2628,0,0,0,0,0,0,8.474576271,0,8.333333333,0,0,28.98550725,9.523809524,47.61904762,0,0,13.15789474,0,0,0,0,51.28205128,0,0,0,0,0,0,0,0,0,5.714285714
Zotu3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.478672986,0,0,0,0,0,0,0,0
Zotu8310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9193,0,0,295.2380952,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,46.875,0,0,0,0,0,0,0,0,0,0,0,11.42857143
Zotu4633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.5748988,0,0,0,0,0,0
Zotu3275,0,0,28.57142857,0,0,6.211180124,50.84745763,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.98360656,0,0
Zotu6674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu7435,0,0,0,0,0,0,8.474576271,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,0,0,0,20.24291498,0,0,0,0,0,0
Zotu712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.1983806,0,0,0,0,0,0
Zotu3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu2130,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,15.625,0,0,5.747126437,0,0,0,11.9047619,20,0,0,0,0
Zotu1019,0,0,0,0,0,0,0,0,666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3260,0,0,0,0,26.08695652,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14574899,0,0,0,0,0,5.714285714
Zotu2757,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,8.196721311,0,0
Zotu1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.5263158,0,0,0,0,0,0,0,0,0,0,0
Zotu3338,0,31.25,0,0,17.39130435,0,16.94915254,10.1010101,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14574899,0,0,0,0,0,0
Zotu7231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu836,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Zotu578,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu1609,0,0,0,0,17.39130435,0,8.474576271,0,8.333333333,0,13.69863014,0,9.523809524,0,0,0,0,0,41.66666667,0,0,25.64102564,0,0,0,0,3.968253968,0,0,0,0,0
Zotu7017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Zotu1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3809,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.24291498,0,10,0,0,0,0
Zotu1775,0,0,0,0,0,6.211180124,16.94915254,10.1010101,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.34008097,0,0,0,0,0,0
Zotu1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1596,0,0,0,0,0,0,0,474.7474747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1721,0,0,0,0,0,12.42236025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19433198,7.936507937,0,0,8.196721311,0,0
Zotu743,0,0,0,0,0,546.5838509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95734597,0,0,0,0,0,0,0,0
Zotu2177,0,0,0,0,0,0,0,0,8.333333333,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu1922,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu7680,0,0,0,0,8.695652174,6.211180124,0,0,75,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95734597,0,0,0,0,0,0,0,0
Zotu3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.2145749,0,0,0,0,0,0
Zotu1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.5396825,0,0,0,0,0
Zotu893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.5465587,0,0,0,0,0,0
Zotu3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,0,0,0
Zotu5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,0,0,0
Zotu2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2437,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,27.02702703,0,0,0,0,0,0,0
Zotu3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.7014218,0,0,0,0,0,0,0,0
Zotu8458,0,0,0,0,0,6.211180124,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu3034,0,31.25,0,0,8.695652174,0,8.474576271,10.1010101,0,0,0,0,19.04761905,0,0,0,0,0,0,0,0,0,0,0,0,16.19433198,0,0,0,0,0,0
Zotu3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,8.196721311,0,0
Zotu2110,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0
Zotu4162,107.1428571,0,0,0,0,37.26708075,0,0,0,0,0,101.4492754,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,24.59016393,0,17.14285714
Zotu2014,0,0,0,0,0,18.63354037,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,4.048582996,15.87301587,0,0,8.196721311,0,5.714285714
Zotu9445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14574899,0,10,0,0,0,0
Zotu9356,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.478672986,0,0,0,0,0,0,0,5.714285714
Zotu9390,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19433198,0,0,0,0,0,0
Zotu1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,3.968253968,0,0,8.196721311,0,0
Zotu2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.04739336,0,0,0,0,0,0,0,0
Zotu7533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95734597,0,0,0,0,0,0,0,0
Zotu1160,0,0,0,11.11111111,0,0,0,0,0,29.85074627,0,0,0,0,0,0,0,0,0,0,0,0,22.98850575,0,0,0,27.77777778,0,0,0,0,5.714285714
Zotu5291,0,0,0,0,26.08695652,0,0,10.1010101,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,0,0,0,0,0,0
Zotu2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0
