,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,22 Acropora sp,25A Porites sp,2B Pocillopora damicornis,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,42B Montipora sp,43B Pocillopora damicornis,46B Porites sp,48B Acropora sp,49B Acropora sp,5 Acropora sp,50B Acropora sp,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu2073,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1901,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu905,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38062284,0,0,0,0,0,0
Zotu771,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,0
Zotu7516,0,0,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1743,0,0,190.4761905,39.6039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,5.347593583
Zotu2133,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1128,0,0,0,0,0,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0
Zotu556,0,58.25242718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu369,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu7004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1403,0,0,0,0,0,0,0,0,0,0,0,0,0,43.10344828,0,0,0,0,0,0,0,0,0,0,0
Zotu3242,0,252.4271845,0,0,0,0,0,0,0,172.4137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0
Zotu7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2253,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1328,0,0,276.1904762,39.6039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1445,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10072,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,3.460207612,0,0,13.51351351,0,0,0
Zotu488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0
Zotu2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu6457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3363,0,0,0,0,0,10.52631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,0
Zotu667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38062284,0,0,0,0,0,16.04278075
Zotu6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.30103806,0,0,0,0,0,0
Zotu1126,0,0,0,0,0,0,0,0,0,0,0,0,40.4040404,0,0,0,0,0,0,0,0,0,0,0,0
Zotu883,0,19.41747573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04278075
Zotu4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.54054054,0,0,0
Zotu7006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu789,0,0,1.904761905,0,0,0,147.7272727,0,0,0,23.80952381,0,0,0,21.50537634,0,0,0,10.38062284,0,0,0,0,0,0
Zotu525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu981,0,0,0,0,0,0,0,0,0,0,0,0,0,43.10344828,0,0,0,0,0,0,0,0,0,0,0
Zotu3277,0,0,1.904761905,0,0,0,0,0,0,68.96551724,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3101,20,0,0,0,0,0,0,20.40816327,0,34.48275862,0,0,20.2020202,17.24137931,0,0,0,52.63157895,20.76124567,13.15789474,0,81.08108108,0,0,10.69518717
Zotu4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69518717
Zotu5929,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4328,0,0,0,0,23.80952381,42.10526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,5.347593583
Zotu1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0
Zotu2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu955,0,29.12621359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.6042781
Zotu1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7370,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu520,0,553.3980583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.1176471
Zotu5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0
Zotu331,0,0,3.80952381,9.900990099,0,42.10526316,45.45454545,20.40816327,0,0,0,25.97402597,20.2020202,17.24137931,365.5913978,46.875,216.2162162,0,0,13.15789474,0,0,43.47826087,16.94915254,117.6470588
Zotu1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38062284,0,0,0,0,0,0
Zotu926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu510,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86206897,0,0,0,52.63157895,0,0,0,0,0,0,0
Zotu1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6498,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0
Zotu1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3988,0,0,60.95238095,19.8019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5697,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu697,0,0,0,0,0,21.05263158,0,61.2244898,23.80952381,0,0,0,0,25.86206897,172.0430108,0,540.5405405,0,0,0,60.60606061,0,0,0,48.12834225
Zotu2641,0,0,0,0,0,0,79.54545455,0,0,0,0,0,0,0,0,0,0,52.63157895,0,0,0,0,0,33.89830508,10.69518717
Zotu2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7624,0,0,0,0,0,10.52631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu3331,0,0,0,0,0,0,0,0,0,0,1119.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.5698925,0,0,0,0,0,0,0,0,0,21.39037433
Zotu1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.1612903,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2857,0,0,0,49.5049505,0,10.52631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84083045,0,0,13.51351351,0,0,0
Zotu634,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8919,0,0,17.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu3514,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.10526316,0,0,0,0,0
Zotu1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,13.51351351,0,0,0
Zotu3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69518717
Zotu1509,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0
Zotu5033,0,0,40,39.6039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9878,0,0,1.904761905,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1818,0,0,0,0,95.23809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8120,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,54.05405405,0,0,0,0,0,0,0,0
Zotu654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu2490,0,0,118.0952381,89.10891089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu1335,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu908,0,0,1.904761905,39.6039604,0,0,0,0,0,34.48275862,0,0,0,0,10.75268817,0,1243.243243,0,0,0,0,0,565.2173913,0,0
Zotu985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38062284,0,0,0,0,0,0
Zotu3707,0,0,0,0,0,0,0,0,0,0,0,0,10.1010101,25.86206897,0,0,0,0,0,0,0,0,0,0,0
Zotu1659,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2397,0,0,0,0,0,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu4273,0,0,72.38095238,39.6039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu4368,0,0,0,0,0,0,45.45454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu676,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu929,0,19.41747573,1.904761905,0,0,10.52631579,90.90909091,163.2653061,23.80952381,0,0,0,50.50505051,86.20689655,0,0,27.02702703,0,0,0,0,13.51351351,0,0,5.347593583
Zotu7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu6717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69518717
Zotu1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.73796791
Zotu3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11337,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu5865,0,0,1.904761905,0,47.61904762,0,11.36363636,0,23.80952381,0,0,0,0,0,0,46.875,0,0,3.460207612,0,0,0,0,16.94915254,0
Zotu2102,0,0,0,0,0,31.57894737,0,0,0,0,23.80952381,0,10.1010101,17.24137931,0,0,0,0,0,0,0,0,0,0,10.69518717
Zotu2837,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0
Zotu2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.90909091
Zotu2646,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39037433
Zotu5171,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,15.625,27.02702703,0,0,26.31578947,0,0,0,0,0
Zotu9898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4506,0,0,0,29.7029703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,21.39037433
Zotu1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2652,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0
Zotu832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1323,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3281,0,0,0,0,0,0,0,0,0,206.8965517,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,37.43315508
Zotu3620,0,19.41747573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2459,0,0,0,0,0,0,22.72727273,0,0,0,23.80952381,0,0,0,10.75268817,0,0,0,3.460207612,0,0,0,0,0,5.347593583
Zotu10101,0,0,3.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu4540,0,0,3.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.98269896,0,0,0,0,0,0
Zotu8009,0,0,22.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu893,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.47368421,0,0,0,0,0
Zotu10464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu1531,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu5463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,26.31578947,0,0,0,0,0
Zotu6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,0
Zotu5297,0,0,3.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3062,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9193,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1671,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2677,0,0,3.80952381,19.8019802,0,115.7894737,0,20.40816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69518717
Zotu902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1501,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu5053,0,0,0,0,0,0,11.36363636,0,0,0,47.61904762,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2868,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,0
