	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id
Zotu4373	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4374	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4375	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4376	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio			0
Zotu4377	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu4378	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4379	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria Unknown_family				0
Zotu438	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix			0
Zotu4380	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu4381	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea			0
Zotu4382	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4383	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4384	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula			0
Zotu4385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4387	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Om182_clade					0
Zotu4388	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia			0
Zotu4389	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu439	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae				0
Zotu4390	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae				0
Zotu4391	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4393	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae				0
Zotu4396	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4397	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Bd7-8					0
Zotu4398	Bacteria	Planctomycetota	Planctomycetota Vadinha49						0
Zotu4399	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas			0
Zotu44	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu440	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter			0
Zotu4401	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu4402	Bacteria								0
Zotu4403	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria Unknown_family				0
Zotu4404	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Agarivorans			0
Zotu4405	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae				0
Zotu4406	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella			0
Zotu4407	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Om182_clade					0
Zotu4408	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio			0
Zotu4409	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu441	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria			0
Zotu4410	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae				0
Zotu4411	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu4413	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4414	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu4415	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae				0
Zotu4416	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu4417	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales					0
Zotu4418	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu4419	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales Sar116_clade				0
Zotu442	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4420	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella			0
Zotu4421	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu4422	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu4423	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4424	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula			0
Zotu4425	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4426	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Uba10353_marine_group					0
Zotu4427	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula			0
Zotu4428	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcales_incertae_sedis	Schizothrix_lege_07164			0
Zotu4429	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu443	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio			0
Zotu4431	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae				0
Zotu4432	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium			0
Zotu4433	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria Unknown_family				0
Zotu4434	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu4435	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas			0
Zotu4436	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales					0
Zotu4438	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(subgroup)	Granulicella			0
Zotu4439	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae				0
Zotu4440	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu4441	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu4442	Bacteria	Chloroflexi	Anaerolineae						0
Zotu4444	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas			0
Zotu4445	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu4446	Bacteria	Planctomycetota	Planctomycetota Pla4_lineage						0
Zotu4447	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4448	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia			0
Zotu4449	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae				0
Zotu4450	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Acrophormium_pcc-7375			0
Zotu4451	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae				0
Zotu4452	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea			0
Zotu4454	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae				0
Zotu4455	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu4456	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu4457	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4458	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4460	Bacteria	Chloroflexi	Anaerolineae						0
Zotu4461	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4462	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae				0
Zotu4463	Bacteria								0
Zotu4464	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus			0
Zotu4465	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu4466	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae				0
Zotu4467	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae				0
Zotu4468	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas			0
Zotu4469	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas			0
Zotu447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4470	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces			0
Zotu4471	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales Ps1_clade				0
Zotu4472	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia			0
Zotu4473	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiales Birii41				0
Zotu4474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4475	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola			0
Zotu4476	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu4477	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu448	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4480	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu4481	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4482	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4484	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae				0
Zotu4486	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae				0
Zotu4487	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga			0
Zotu4488	Bacteria	Planctomycetota	Planctomycetota Vadinha49						0
Zotu449	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4490	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu4491	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4492	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu4493	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales 37-13				0
Zotu4494	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter			0
Zotu4495	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae				0
Zotu4497	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu4499	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu450	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4500	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4501	Bacteria	SAR324_clade(Marine_group_B)							0
Zotu4502	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu4503	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4504	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium			0
Zotu4505	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu4506	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella			0
Zotu4507	Bacteria								0
Zotu4508	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus			0
Zotu4509	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella			0
Zotu4510	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu4511	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellaceae R76-b128			0
Zotu4512	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu4515	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4517	Bacteria	Planctomycetota	Planctomycetota Bd7-11						0
Zotu4518	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter			0
Zotu4519	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae				0
Zotu452	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu4520	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu4521	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4522	Bacteria	Planctomycetota	Planctomycetota Vadinha49						0
Zotu4523	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4524	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Ki89a_clade					0
Zotu4525	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4526	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu4527	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales					0
Zotu4528	Bacteria	Verrucomicrobiota	Verrucomicrobiae						0
Zotu4529	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Nitrosococcaceae Ci75cm.2.12			0
Zotu453	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella			0
Zotu4530	Bacteria	Chloroflexi	Chloroflexi Kd4-96						0
Zotu4531	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita			0
Zotu4532	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Arachidicoccus			0
Zotu4534	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae				0
Zotu4535	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu4536	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Om182_clade					0
Zotu4538	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium			0
Zotu4539	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcaceae P3ob-42			0
Zotu454	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4540	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus			0
Zotu4541	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera			0
Zotu4542	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio			0
Zotu4543	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu4544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae				0
Zotu4545	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu4546	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4547	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4548	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4549	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu455	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium			0
Zotu4551	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter			0
Zotu4553	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu4554	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4555	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter			0
Zotu4556	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter			0
Zotu4557	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu4558	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu4559	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4560	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4561	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4562	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4563	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4564	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales NS9_marine_group				0
Zotu4565	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4566	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4567	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria JTB23					0
Zotu4568	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola			0
Zotu4569	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu457	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu4570	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter			0
Zotu4571	Bacteria	Gemmatimonadota	Gemmatimonadota Bd2-11_terrestrial_group						0
Zotu4572	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4573	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu4574	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4575	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter			0
Zotu4578	Bacteria	Bacteroidota	Bacteroidia						0
Zotu4579	Bacteria	Nb1-j							0
Zotu458	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4580	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae Sm1a02			0
Zotu4581	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea			0
Zotu4582	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Om182_clade					0
Zotu4583	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4584	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales					0
Zotu4585	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Xenococcus_pcc-7305			0
Zotu4586	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-tissierellales	Anaerococcus				0
Zotu4587	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1b-19_marine_sediment_group			0
Zotu4589	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu459	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae				0
Zotu4590	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu4591	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4593	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4594	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu4596	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Cohaesibacter			0
Zotu4597	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales					0
Zotu4598	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas			0
Zotu4599	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales					0
Zotu46	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas			0
Zotu460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4600	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter			0
Zotu4601	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4602	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas			0
Zotu4603	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4604	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales					0
Zotu4605	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4606	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius			0
Zotu4607	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4608	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4609	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu461	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia			0
Zotu4610	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4611	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4612	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4613	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4614	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae				0
Zotu4615	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix			0
Zotu4616	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4617	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4618	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4619	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas			0
Zotu462	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu4620	Bacteria	Myxococcota							0
Zotu4621	Bacteria	Desulfobacterota	Desulfuromonadia						0
Zotu4622	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_cc9902			0
Zotu4623	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4624	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium			0
Zotu4625	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys			0
Zotu4626	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae				0
Zotu4627	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4628	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4629	Bacteria	Proteobacteria	Gammaproteobacteria						0
